split_landsatb_B1,split_landsatb_B2,split_landsatb_B3,split_landsatb_B4,split_landsatb_B5,split_landsatb_B6,split_landsatb_B7,split_landsatb_B8,HH_pknp,HV_pknp,RFDI2016,Ratio2016,class
0.125460047,0.104206789,0.085869898,0.269363829,0.165834865,0.075187048,304.8557304,301.9615473,6008,2278,0.748613775,0.143763155,1
0.135248285,0.11948512,0.117932979,0.295214453,0.287851756,0.163701806,307.6325176,303.908312,6551,2590,0.729641259,0.156309128,2
0.128282376,0.109263608,0.089076777,0.287939048,0.171790035,0.075986866,304.5458762,301.3839995,9555,3024,0.817914367,0.100161813,3
0.126211244,0.108480791,0.090811016,0.334044421,0.188761173,0.086615565,304.8520803,301.7230554,8618,4864,0.51682061,0.318547457,1
0.132529763,0.112387519,0.093598613,0.264805985,0.157109688,0.072022943,304.3062061,301.2492541,6537,4606,0.336480677,0.49646759,1
0.129614076,0.115154305,0.103165385,0.346780727,0.241075181,0.119929628,305.7185139,302.6335825,7077,3573,0.593754113,0.254898727,1
0.129787368,0.114517246,0.101308801,0.35071963,0.224884253,0.113001499,305.8034837,302.511054,7554,3652,0.621105134,0.233726293,1
0.136251111,0.125047281,0.133364916,0.31627331,0.330494277,0.18810655,307.7183926,304.1075878,7912,3212,0.717021048,0.16480808,2
0.126268842,0.104016835,0.087219462,0.233806836,0.15413703,0.072199079,303.7819317,300.9545822,7866,4603,0.489833623,0.342431784,3
0.126206862,0.104993023,0.087142561,0.254402064,0.157971531,0.072873896,302.9352245,300.4470848,5781,3730,0.412125111,0.416305095,3
0.126656729,0.105354877,0.089045777,0.248168518,0.162054287,0.075639446,303.1207052,300.5951281,6155,4773,0.248946801,0.601349235,5
0.126701479,0.105897599,0.089639785,0.247847864,0.164975847,0.080722661,303.0749634,300.5180294,7152,3700,0.577736974,0.267638415,5
0.13562877,0.123605271,0.130321794,0.323236266,0.327133412,0.183161504,307.4111134,303.769296,5856,2983,0.587956548,0.259480298,2
0.125360809,0.104354777,0.084417598,0.256551724,0.147197015,0.066769772,302.8108837,300.3652871,5933,3859,0.405423194,0.423058927,3
0.12998242,0.112564908,0.097523165,0.292271834,0.208033187,0.108944107,303.955355,301.0664603,8114,5672,0.343494534,0.48865509,4
0.1288018,0.109353139,0.094363625,0.280173955,0.20957542,0.110398758,304.2328499,301.4396277,7591,4563,0.469152451,0.361329108,4
0.128522043,0.10907829,0.093768908,0.289065582,0.165344362,0.075595038,305.7185063,302.2586652,6388,4055,0.425566852,0.402950674,1
0.126284073,0.106353134,0.085617969,0.285625583,0.168813078,0.076451132,304.0893472,301.4020051,6889,4277,0.443576068,0.385448307,4
0.127901495,0.106476348,0.090026293,0.265656356,0.177742115,0.084204267,304.0860015,301.2975678,5187,4243,0.198225632,0.669134736,3
0.130872568,0.115531803,0.10655925,0.293176202,0.2208754,0.113546634,306.4705747,302.8560377,5368,2495,0.644694924,0.216031,1
0.132034991,0.117332534,0.11078757,0.296922492,0.226643433,0.117586063,306.4649856,302.9829667,5163,2474,0.626528978,0.229612291,1
0.133336859,0.112018035,0.105861508,0.217110606,0.188219032,0.125222748,306.4529936,302.4141667,6746,3086,0.653895497,0.209266245,2
0.134336888,0.119362246,0.118334712,0.299109743,0.255821503,0.13837806,307.1015341,303.5793145,4954,2390,0.622393131,0.23274684,1
